% set_pose_both_packingboxes_a_wp_lab_time_res_pose  both_arms  basic_scene + boxes %
% right-left-both	planner_name	iteration	num_goal_pose	planning_time	execution_time	motion_success %
b	RRTStarConfigDefault	4	1	0.101	1.621	1
b	RRTStarConfigDefault	4	2	0.063	1.234	1
b	RRTStarConfigDefault	4	3	0.112	1.106	1
b	RRTStarConfigDefault	4	4	0.095	3.284	1
b	RRTStarConfigDefault	4	5	0.127	1.149	1
b	RRTStarConfigDefault	4	6	0.168	1.218	1
b	RRTStarConfigDefault	4	7	0.064	6.034	1
b	RRTConfigDefault	0	0	0.134	2.367	1
b	RRTConfigDefault	0	1	0.086	1.618	1
b	RRTConfigDefault	0	2	0.108	1.234	1
b	RRTConfigDefault	0	3	0.078	1.104	1
b	RRTConfigDefault	0	4	0.15	3.281	1
b	RRTConfigDefault	0	5	0.145	1.151	1
b	RRTConfigDefault	0	6	0.102	1.223	1
b	RRTConfigDefault	0	7	0.148	7.416	1
b	RRTConfigDefault	1	0	0.114	2.385	1
b	RRTConfigDefault	1	1	0.085	1.606	1
b	RRTConfigDefault	1	2	0.058	1.252	1
b	RRTConfigDefault	1	3	0.079	1.117	1
b	RRTConfigDefault	1	4	0.156	3.292	1
b	RRTConfigDefault	1	5	0.07	1.149	1
b	RRTConfigDefault	1	6	-1	-1	0
b	RRTConfigDefault	1	7	-1	-1	0
b	RRTConfigDefault	2	0	0.148	2.46	1
b	RRTConfigDefault	2	1	0.09	1.616	1
b	RRTConfigDefault	2	2	0.102	1.239	1
b	RRTConfigDefault	2	3	0.061	1.117	1
b	RRTConfigDefault	2	4	0.159	3.284	1
b	RRTConfigDefault	2	5	0.098	1.146	1
b	RRTConfigDefault	2	6	0.089	1.223	1
b	RRTConfigDefault	2	7	0.215	20.461	1
b	RRTConfigDefault	3	0	0.203	2.393	1
b	RRTConfigDefault	3	1	0.176	1.625	1
b	RRTConfigDefault	3	2	0.108	1.233	1
b	RRTConfigDefault	3	3	0.14	1.108	1
b	RRTConfigDefault	3	4	0.103	3.281	1
b	RRTConfigDefault	3	5	0.153	1.148	1
b	RRTConfigDefault	3	6	0.257	1.222	1
b	RRTConfigDefault	3	7	0.17	10.53	1
b	RRTConfigDefault	4	0	0.132	2.466	1
b	RRTConfigDefault	4	1	0.104	1.639	1
b	RRTConfigDefault	4	2	0.053	1.23	1
b	RRTConfigDefault	4	3	0.131	1.1	1
b	RRTConfigDefault	4	4	0.098	3.278	1
b	RRTConfigDefault	4	5	0.108	1.149	1
b	RRTConfigDefault	4	6	0.129	1.219	1
b	RRTConfigDefault	4	7	0.211	5.578	1
b	SBLConfigDefault	0	0	0.163	2.366	1
b	SBLConfigDefault	0	1	0.119	6.074	1
b	SBLConfigDefault	0	2	0.102	1.291	1
b	SBLConfigDefault	0	3	0.052	1.116	1
b	SBLConfigDefault	0	4	0.168	3.326	1
b	SBLConfigDefault	0	5	0.071	1.259	1
b	SBLConfigDefault	0	6	0.112	1.219	1
b	SBLConfigDefault	0	7	0.169	3.398	1
b	SBLConfigDefault	1	0	0.094	2.378	1
b	SBLConfigDefault	1	1	0.145	1.621	1
b	SBLConfigDefault	1	2	0.076	1.233	1
b	SBLConfigDefault	1	3	0.136	1.12	1
b	SBLConfigDefault	1	4	0.076	3.28	1
b	SBLConfigDefault	1	5	0.166	1.144	1
b	SBLConfigDefault	1	6	0.235	1.22	1
b	SBLConfigDefault	1	7	-1	-1	0
b	SBLConfigDefault	2	0	0.149	2.454	1
b	SBLConfigDefault	2	1	0.177	1.625	1
b	SBLConfigDefault	2	2	0.078	1.24	1
b	SBLConfigDefault	2	3	0.105	1.116	1
b	SBLConfigDefault	2	4	0.097	3.273	1
b	SBLConfigDefault	2	5	0.11	1.15	1
b	SBLConfigDefault	2	6	0.14	1.218	1
b	SBLConfigDefault	2	7	-1	-1	0
b	SBLConfigDefault	3	0	0.137	2.381	1
b	SBLConfigDefault	3	1	0.074	1.615	1
b	SBLConfigDefault	3	2	0.179	1.24	1
b	SBLConfigDefault	3	3	0.178	1.117	1
b	SBLConfigDefault	3	4	0.173	3.272	1
b	SBLConfigDefault	3	5	0.084	1.151	1
b	SBLConfigDefault	3	6	0.149	1.224	1
b	SBLConfigDefault	3	7	0.1	14.16	1
b	SBLConfigDefault	4	0	0.061	2.462	1
b	SBLConfigDefault	4	1	0.087	1.622	1
b	SBLConfigDefault	4	2	0.107	1.233	1
b	SBLConfigDefault	4	3	0.197	1.104	1
b	SBLConfigDefault	4	4	0.107	3.278	1
b	SBLConfigDefault	4	5	0.126	1.149	1
b	SBLConfigDefault	4	6	0.113	1.223	1
b	SBLConfigDefault	4	7	0.062	5.663	1
